,date,user,comment
374,2020-01-02 21:20:01,Twokinds,No
391,2020-01-02 21:22:02,Twokinds,No
394,2020-01-02 21:22:29,Twokinds,There are ghosts though
398,2020-01-02 21:22:53,Twokinds,Clearly not
744,2020-01-02 21:55:59,Twokinds,brb
833,2020-01-02 22:10:57,Twokinds,This guy is the same guy from http://twokinds.keenspot.com/comic/1006/
834,2020-01-02 22:11:05,Twokinds,Beardy McFakeTemplar
848,2020-01-02 22:12:47,Twokinds,The real Templar already know Trace's estate can't be entered without permission.
850,2020-01-02 22:13:07,Twokinds,That's why The Master Seer Braun never tried to occupy it while Trace was gone.
910,2020-01-02 22:20:28,Twokinds,Boredom
967,2020-01-02 22:26:08,Twokinds,This is also the guy who threw a fireball at Maeve
996,2020-01-02 22:26:59,Twokinds,"Nope. Clovis was in the middle. Brutus was on the left, he was on the right."
1000,2020-01-02 22:27:09,Twokinds,Left from Clovis' perspective.
1004,2020-01-02 22:27:28,Twokinds,And the right one threw the fireball.
1020,2020-01-02 22:29:45,Twokinds,Just some other lacky named Sam
1038,2020-01-02 22:31:59,Twokinds,I get it.
1062,2020-01-02 22:34:43,Twokinds,He died in chicken form.
1072,2020-01-02 22:35:38,Twokinds,"Uh, no"
1083,2020-01-02 22:36:54,Twokinds,This is Roan
1085,2020-01-02 22:36:57,Twokinds,Sam is the cow.
1112,2020-01-02 22:39:49,Twokinds,"Other than the Keidran meat, no."
1132,2020-01-02 22:41:42,Twokinds,"He loved Keidran. Keidran steaks, Keidran burgers, Keidran kabobs..."
1169,2020-01-02 22:44:44,Twokinds,"The kitchens of the manner used to just make food all day long, constantly."
1171,2020-01-02 22:44:47,Twokinds,There was a lot of staff.
1175,2020-01-02 22:45:13,Twokinds,"He employed over 100 people in the building alone, and more in the surrounding area, like the fields."
1179,2020-01-02 22:45:29,Twokinds,The food was placed in storage. Suspended animation.
1180,2020-01-02 22:45:40,Twokinds,"It can then be called upon, and it's just like it was made moments ago."
1197,2020-01-02 22:46:23,Twokinds,:ctwokinds-floAAA:
1205,2020-01-02 22:46:52,Twokinds,"Trace got more and more paranoid, and his staff became smaller and smaller."
1209,2020-01-02 22:47:03,Twokinds,Until it was just Rose and a handful of others.
1473,2020-01-02 23:15:55,Twokinds,XD
1494,2020-01-02 23:18:07,Twokinds,Yes
1499,2020-01-02 23:18:28,Twokinds,We're working on a reprint of Vol 1 + 2 and a new vol 5
405,2020-01-03 01:24:09,Twokinds,Nice work Sage!
433,2020-01-03 01:26:26,Twokinds,Done
473,2020-01-03 01:29:45,Twokinds,Heheh
474,2020-01-03 01:29:51,Twokinds,lol
475,2020-01-03 01:29:53,Twokinds,Thanks
477,2020-01-03 01:29:56,Twokinds,Danke
496,2020-01-03 01:31:54,Twokinds,So far so good on my new years resolution.
503,2020-01-03 01:32:07,Twokinds,1000 words / day
504,2020-01-03 01:32:11,Twokinds,Writing.
537,2020-01-03 01:34:37,Twokinds,"Anyway, I'm out!"
543,2020-01-03 01:34:44,Twokinds,Byyeeee
16,2020-01-04 14:08:38,Twokinds,I have a feeling today's stream is going to go terribly XD
17,2020-01-04 14:08:51,Twokinds,I got 2 hours of sleep last night. I'm the walking dead right now.
23,2020-01-04 14:17:04,Twokinds,I'm going to try taking a nap. If the stream doesn't start... uh... I didn't wake up.
918,2020-01-04 17:40:27,Twokinds,brb
996,2020-01-04 17:52:34,Twokinds,Yeah I've never used SAI
1019,2020-01-04 17:53:53,Twokinds,Hallo Lann
1051,2020-01-04 17:56:11,Twokinds,I have no memory of ever using SAI for any of my art. I'm almost certain.
1088,2020-01-04 18:02:34,Twokinds,Yeah just a way to make variety
1089,2020-01-04 18:02:44,Twokinds,Same reason some foxes have muzzles and some don't.
1094,2020-01-04 18:03:45,Twokinds,Yes
1126,2020-01-04 18:09:54,Twokinds,Done
1147,2020-01-04 18:11:14,Twokinds,Sure
1330,2020-01-04 18:44:37,Twokinds,Done
1398,2020-01-04 18:55:09,Twokinds,Sythe already wasn't wearing any clothes
1442,2020-01-04 19:05:47,Twokinds,I'm crashing real bad right now
1459,2020-01-04 19:08:54,Twokinds,I'm almost certainly going to have to.
1462,2020-01-04 19:09:04,Twokinds,I don't think I can draw well enough pretty soon
1555,2020-01-04 19:21:59,Twokinds,"Okay, I'm done."
