,date,user,comment
307,2018-12-30 23:03:03,Twokinds,Honestly can we just skip to 2020?
352,2018-12-30 23:50:17,Twokinds,10 MIN REMAINING
353,2018-12-30 23:50:19,Twokinds,UNTIL THE END
1,2018-12-31 00:00:05,Twokinds,:ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance:
11,2018-12-31 00:04:42,Twokinds,Hope it's a good one.
14,2018-12-31 00:07:12,Twokinds,resolution: one pages every day each week.
15,2018-12-31 00:07:19,Twokinds,sketched
115,2018-12-31 11:32:56,Twokinds,:ctwokinds-katdryer::ctwokinds-katdryer::ctwokinds-katdryer:
118,2018-12-31 11:33:20,Twokinds,APPY NEW YEAR!
134,2018-12-31 11:55:25,Twokinds,:ctwokinds-clovischuckle:
165,2018-12-31 14:49:42,Twokinds,Contributed to my IRA
168,2018-12-31 14:50:19,Twokinds,Individual Retirement Account.
171,2018-12-31 14:52:27,Twokinds,First day of 2019. Gotta get that money movin'.
172,2018-12-31 14:52:33,Twokinds,Planning for the future.
174,2018-12-31 14:56:44,Twokinds,Hi Rima!
178,2018-12-31 16:49:18,Twokinds,:ctwokinds-adiracoin:
182,2018-12-31 16:52:47,Twokinds,I made them
183,2018-12-31 16:52:50,Twokinds,In photoshop
185,2018-12-31 16:54:57,Twokinds,24
193,2018-12-31 17:11:48,Twokinds,"lol no I wouldn't allow Nora Cards on them. I'm planning to color them already, someday in the future."
196,2018-12-31 17:15:37,Twokinds,"I mean, it seems like a waste if I might color the whole page in the future."
17,2019-01-01 12:13:04,Twokinds,:ctwokinds-keith8D:
21,2019-01-01 12:15:29,Twokinds,"Hi, again!"
23,2019-01-01 12:16:06,Twokinds,Yeah
40,2019-01-01 14:50:45,Twokinds,:ctwokinds-nibsdance:
47,2019-01-01 15:24:14,Twokinds,Next page is where things take off.
54,2019-01-01 15:34:14,Twokinds,They explode.
73,2019-01-01 15:46:31,Twokinds,I enojoyed making that one.
77,2019-01-01 16:04:28,Twokinds,Just saw a comment on the earlier page
78,2019-01-01 16:04:34,Twokinds,"""Trace ""If they awoo, cleave them in two"" Legacy"""
79,2019-01-01 16:04:36,Twokinds,Hahaha
86,2019-01-01 16:12:07,Twokinds,"Basitins resist magic, causing a magic-antimagic feedback loop."
90,2019-01-01 16:13:40,Twokinds,Also I'm lying. I'm not sure what would happen if a Basitin wore it.
95,2019-01-01 16:18:19,Twokinds,I guess
134,2019-01-01 16:44:15,Twokinds,Nora's magic would still affect most Basitin.
136,2019-01-01 16:45:27,Twokinds,Basitin become more resist to magic the stronger they are. Adelaide is almost completely immune to direct magic.
138,2019-01-01 16:45:39,Twokinds,(Though of course you could still use magic to throw a rock at her or something)
157,2019-01-01 17:28:27,Twokinds,"Aw man, one of my Amazon package arrived opened"
158,2019-01-01 17:28:31,Twokinds,in my mailbox
159,2019-01-01 17:28:36,Twokinds,:(
163,2019-01-01 17:29:32,Twokinds,It's empty.
182,2019-01-01 17:56:01,Twokinds,Night!
186,2019-01-01 18:05:00,Twokinds,This is the first time I've had a package stolen.
187,2019-01-01 18:05:30,Twokinds,"Luckily, it was only a 5 dollar item. But still annoying. I'd be upset if it had been something important."
261,2019-01-01 21:52:38,Twokinds,I've been making so much progress!
270,2019-01-01 21:58:19,Twokinds,yes
26,2019-01-02 00:38:59,Twokinds,Nighttt
52,2019-01-02 12:15:56,Twokinds,:ctwokinds-keithdotdotdot:
53,2019-01-02 12:16:03,Twokinds,:ctwokinds-nataniAAAAshake::ctwokinds-nataniAAAAshake::ctwokinds-nataniAAAAshake:
57,2019-01-02 12:36:50,Twokinds,:ctwokinds-floAAA::ctwokinds-nataniAAAAshake::ctwokinds-clovisgirl_shake::ctwokinds-sleepoverA:
59,2019-01-02 12:44:44,Twokinds,Sorry.
63,2019-01-02 12:50:50,Twokinds,For sure.
67,2019-01-02 13:28:27,Twokinds,Phew!
68,2019-01-02 13:28:59,Twokinds,Just finished scheduling out all the sketch comics done so far.
69,2019-01-02 13:30:46,Twokinds,"It's weird for me to think that if I died tomorrow, my comics would continue to be posted weekly all the way until March."
3,2019-01-03 11:10:20,Twokinds,I have awoken
369,2019-01-03 19:34:47,Twokinds,:ctwokinds-NoraEyebrows:
371,2019-01-03 19:35:06,Twokinds,Yo
373,2019-01-03 19:37:14,Twokinds,Not bad.
375,2019-01-03 19:37:29,Twokinds,How are you?
393,2019-01-03 20:02:20,Twokinds,8
493,2019-01-03 21:03:44,Twokinds,:ctwokinds-reniderp:
509,2019-01-03 21:04:40,Twokinds,Congrats!
676,2019-01-03 21:17:07,Twokinds,:ctwokinds-nibsdance:
680,2019-01-03 21:17:20,Twokinds,My new years resolution is going great so far! :D
689,2019-01-03 21:17:48,Twokinds,Thumbnail 1 comic page every day.
697,2019-01-03 21:18:12,Twokinds,So far I've thumbnailed five pages
741,2019-01-03 21:21:21,Twokinds,I'm going to be publishing two side comic books this year.
766,2019-01-03 21:23:29,Twokinds,"One is MM, the other is not Twokinds related"
835,2019-01-03 21:31:28,Twokinds,Byee
1097,2019-01-03 22:07:46,Twokinds,Dunno what happened
1178,2019-01-03 22:18:44,Twokinds,"that - that is accurate, yes."
1370,2019-01-03 23:05:13,Twokinds,"You're a lizard, harry"
1488,2019-01-03 23:25:43,Twokinds,Looks good to far Ron ^^
1609,2019-01-03 23:49:25,Twokinds,"Thank you for streaming, ShadowSoap"
58,2019-01-04 00:14:00,Twokinds,Happy birthday!
79,2019-01-04 00:15:50,Twokinds,It doesn't matter
90,2019-01-04 00:18:15,Twokinds,:saxophone::ctwokinds-reniderp_flip:
117,2019-01-04 00:23:42,Twokinds,I couldn't hear the music last time
118,2019-01-04 00:23:49,Twokinds,I was listening to an audiobook on my phone XD
122,2019-01-04 00:25:15,Twokinds,Uh...
124,2019-01-04 00:25:52,Twokinds,I think it might have been The Simple Path to Wealth.
127,2019-01-04 00:26:17,Twokinds,It was a small book. 6 hour audiobook.
132,2019-01-04 00:26:53,Twokinds,Just make money.
139,2019-01-04 00:27:30,Twokinds,And then don't spend money.
149,2019-01-04 00:29:20,Twokinds,lol
150,2019-01-04 00:29:26,Twokinds,"But yeah, it was a good book, I think."
151,2019-01-04 00:29:37,Twokinds,"Mostly about where to put money, really."
177,2019-01-04 00:34:57,Twokinds,Maybe it's Madelyine
181,2019-01-04 00:35:20,Twokinds,lol
183,2019-01-04 00:35:26,Twokinds,if noone else was going to say it...
249,2019-01-04 01:00:20,Twokinds,Done
269,2019-01-04 01:02:06,Twokinds,lol
272,2019-01-04 01:02:41,Twokinds,Rose tells it so many times not to destroy things.
275,2019-01-04 01:03:10,Twokinds,"Well, you know, except intruders."
277,2019-01-04 01:03:55,Twokinds,"Anyway, I can't draw anymore, cause Alexa says it's time for bed and the colors of my monitor have all shifted."
278,2019-01-04 01:04:06,Twokinds,So that's it from me tonight
285,2019-01-04 01:04:25,Twokinds,Yeah I have it set to shift all the colors of my monitor at 1am so I can't draw anymore.
294,2019-01-04 01:05:07,Twokinds,It's a statue...
314,2019-01-04 01:06:31,Twokinds,lol
336,2019-01-04 01:31:04,Twokinds,You're welcome!
374,2019-01-04 11:48:53,Twokinds,I wish it were possible to create macros for real life
377,2019-01-04 11:52:37,Twokinds,Do you not know what a macro is?
379,2019-01-04 11:53:11,Twokinds,A macro is a set of preprogrammed actions.
380,2019-01-04 11:53:35,Twokinds,"Like in Photoshop, I can record myself doing several things, and then later, I can just push a button and it does all those things automatically, so I never have to do it again."
395,2019-01-04 13:14:07,Twokinds,pretty!
427,2019-01-04 14:10:41,Twokinds,You eat candy in soup?
482,2019-01-04 14:34:56,Twokinds,lol
484,2019-01-04 14:35:04,Twokinds,You know.... I never had that question...
504,2019-01-04 14:51:11,Twokinds,I would like to do that too.
507,2019-01-04 14:53:15,Twokinds,art
590,2019-01-04 16:28:58,Twokinds,Hello!
592,2019-01-04 16:29:04,Twokinds,"Woah, this page look cool"
593,2019-01-04 16:29:08,Twokinds,And brutal
595,2019-01-04 16:29:56,Twokinds,:ctwokinds-evalswink_sparkl:
598,2019-01-04 16:33:05,Twokinds,She is a monster!
605,2019-01-04 16:58:53,Twokinds,Good. Making progress.
606,2019-01-04 16:59:00,Twokinds,Got two more thumbnails done today.
9,2019-01-05 12:03:07,Twokinds,You're welcome
17,2019-01-05 13:35:45,Twokinds,I am hungry
34,2019-01-05 14:04:13,Twokinds,I ordered pizza
125,2019-01-05 15:41:31,Twokinds,I can't find my cat
130,2019-01-05 15:41:44,Twokinds,But there's a paper delivery bag in my room that is suspiciously breathing.
238,2019-01-05 15:52:30,Twokinds,"Well, it is inevitable to have repeats when there's 563 patreon sketches."
242,2019-01-05 15:52:43,Twokinds,The patreon has generated a lot of art.
249,2019-01-05 15:53:18,Twokinds,"No, that's just two years"
252,2019-01-05 15:53:35,Twokinds,The patreon sketches only started Nov '16
256,2019-01-05 15:54:00,Twokinds,Yes
259,2019-01-05 15:54:25,Twokinds,There's a youtube channel that archives al the streams
260,2019-01-05 15:54:34,Twokinds,I don't run it though. I don't know anything about youtube.
267,2019-01-05 15:54:51,Twokinds,I should probably add a link to the picarto page
326,2019-01-05 16:00:22,Twokinds,You guys ready?
360,2019-01-05 16:01:58,Twokinds,Hello everyone!
374,2019-01-05 16:02:16,Twokinds,Getting the poll ready
377,2019-01-05 16:02:20,Twokinds,Standby...
391,2019-01-05 16:03:03,Twokinds,:ctwokinds-nibsdance::ctwokinds-nibsdance::ctwokinds-nibsdance:
418,2019-01-05 16:05:51,Twokinds,hurry hurry
422,2019-01-05 16:06:04,Twokinds,:ctwokinds-nibsbounce::ctwokinds-nibsbounce:
426,2019-01-05 16:06:10,Twokinds,Nibs dances to music
620,2019-01-05 16:15:23,Twokinds,I didn't have a beard when I was a pizzaman
943,2019-01-05 16:42:10,Twokinds,Done
1357,2019-01-05 17:19:16,Twokinds,Done
1389,2019-01-05 17:21:16,Twokinds,brb
1448,2019-01-05 17:25:18,Twokinds,back
1510,2019-01-05 17:29:59,Twokinds,you mean natani?
1591,2019-01-05 17:37:10,Twokinds,Not that keith wears anklewraps anyway
1596,2019-01-05 17:37:42,Twokinds,That's the whole reason it was brought up in the first place in the comic
1598,2019-01-05 17:37:46,Twokinds,cause he'd gone native
1610,2019-01-05 17:39:20,Twokinds,Uh
1612,2019-01-05 17:39:28,Twokinds,I'm having some technical issues
1622,2019-01-05 17:39:44,Twokinds,My computer is lagging. I should have restarted before the stream.
1626,2019-01-05 17:39:53,Twokinds,I'll be back
1753,2019-01-05 17:51:21,Twokinds,half brothers
1771,2019-01-05 17:53:34,Twokinds,no on the mother's side
1804,2019-01-05 17:56:24,Twokinds,That's Nora
1807,2019-01-05 17:56:30,Twokinds,:ctwokinds-NoraEyebrows:
1934,2019-01-05 18:09:47,Twokinds,What else is there
2052,2019-01-05 18:17:52,Twokinds,Yes of course
2053,2019-01-05 18:17:58,Twokinds,"Blue arms, as they should be"
2143,2019-01-05 18:33:07,Twokinds,Do you see that pink and yellow
2144,2019-01-05 18:33:11,Twokinds,oh it's gone
2150,2019-01-05 18:33:37,Twokinds,Those are graphical glitches I've been getting
2155,2019-01-05 18:33:49,Twokinds,I'm hoping it's not my graphics card dying
2245,2019-01-05 18:47:46,Twokinds,done
2503,2019-01-05 19:21:46,Twokinds,Done
2706,2019-01-05 19:39:59,Twokinds,Done
2726,2019-01-05 19:41:05,Twokinds,yes
2768,2019-01-05 19:46:37,Twokinds,Woah tie
2785,2019-01-05 19:47:40,Twokinds,I'm not sure how it decided on that one
2835,2019-01-05 19:51:36,Twokinds,Yeah I was going to pick stern kat if it had been in one of the first three rounds
2841,2019-01-05 19:52:09,Twokinds,But that's fair for ya!
2845,2019-01-05 19:52:19,Twokinds,No manipulation
2855,2019-01-05 19:53:15,Twokinds,It'll get it eventually if the suggestor keeps trying
2868,2019-01-05 19:54:43,Twokinds,My pen lines are glitching out like CRAZY
2988,2019-01-05 20:12:57,Twokinds,I think Zen goes whereever Natani is
3072,2019-01-05 20:21:48,Twokinds,Done
3092,2019-01-05 20:22:45,Twokinds,You're welcome!
3096,2019-01-05 20:23:24,Twokinds,Waaaat? Nooo
3097,2019-01-05 20:23:28,Twokinds,Completely educational
3182,2019-01-05 20:30:18,Twokinds,And that wraps things up for this week!
3206,2019-01-05 20:30:51,Twokinds,lol
3210,2019-01-05 20:30:57,Twokinds,yeah glad to do it
3268,2019-01-05 21:02:23,Twokinds,:ctwokinds-awoo:
3337,2019-01-05 23:06:24,Twokinds,Woo!
15,2019-01-06 01:00:18,Twokinds,Time for bed
16,2019-01-06 01:00:26,Twokinds,:ctwokinds-RainezZz::ctwokinds-RainezZz::ctwokinds-RainezZz:
27,2019-01-06 11:16:27,Twokinds,Good morning!
28,2019-01-06 11:16:31,Twokinds,Or whatever time it is for you
69,2019-01-06 15:55:41,Twokinds,You have to use your imagination
73,2019-01-06 16:01:41,Twokinds,EVENING QUILL
79,2019-01-06 16:02:32,Twokinds,Why'd you do that?
93,2019-01-06 16:26:01,Twokinds,I can't remember anything about Math
99,2019-01-06 16:53:30,Twokinds,lol
100,2019-01-06 16:53:42,Twokinds,I was kind of joking.
102,2019-01-06 16:58:43,Twokinds,Though it is an interesting thought
103,2019-01-06 16:59:02,Twokinds,Could make for an intriging angle.
104,2019-01-06 16:59:15,Twokinds,"Clovis hates foxes, but has a half brother who is full fox."
106,2019-01-06 16:59:53,Twokinds,"I'd say if they were, Carver would be younger"
108,2019-01-06 17:00:57,Twokinds,Maybe his mother leaving to have another son with a different father also fueled Clovis' misogyny.
116,2019-01-06 18:40:14,Twokinds,"Oh right, it is, isn't it?"
117,2019-01-06 18:40:25,Twokinds,I couldn't remember if I'd ever mentioned it before
118,2019-01-06 18:40:33,Twokinds,And I didn't want to try looking it up on stream
238,2019-01-06 19:13:54,Twokinds,:O
240,2019-01-06 19:14:00,Twokinds,Yeah I know.
299,2019-01-06 20:37:10,Twokinds,I can't lift 100 pounds.
300,2019-01-06 20:37:26,Twokinds,Mostly because I don't want to.
308,2019-01-06 21:59:45,Twokinds,I haven't been learning Korean
317,2019-01-06 22:11:25,Twokinds,Ich bin ein Mädchen
326,2019-01-06 22:31:29,Twokinds,:O
327,2019-01-06 22:31:31,Twokinds,What outfit?
343,2019-01-06 23:02:31,Twokinds,That outfit is very.. spikey
344,2019-01-06 23:02:38,Twokinds,I feel like it would be uncomfortable
376,2019-01-06 23:44:21,Twokinds,Hi
378,2019-01-06 23:50:37,Twokinds,Not much!
379,2019-01-06 23:50:41,Twokinds,I want to play board games
380,2019-01-06 23:50:56,Twokinds,Also really looking forward to Wednesday
382,2019-01-06 23:52:13,Twokinds,Monopoly.
0,2019-01-07 00:00:02,Twokinds,I dunno. I like Monopoly.
1,2019-01-07 00:00:17,Twokinds,"Also, Wednesday is the next Magical Mishap."
6,2019-01-07 00:04:55,Twokinds,Never
7,2019-01-07 00:05:11,Twokinds,The last time I got to play was when my brother was in the hospital.
8,2019-01-07 00:05:14,Twokinds,One of the times...
9,2019-01-07 00:05:36,Twokinds,I don't remember which one. I think it was like three hospital trips ago.
15,2019-01-07 00:09:27,Twokinds,Eh they don't want to play Monopoly.
20,2019-01-07 00:10:55,Twokinds,I don't own Monopoly
25,2019-01-07 00:21:01,Twokinds,Get better!
31,2019-01-07 00:24:37,Twokinds,Ok!
51,2019-01-07 00:30:20,Twokinds,"Well, except it's now 12:30am"
60,2019-01-07 00:43:35,Twokinds,"Me too, in 17 minutes"
73,2019-01-07 00:54:45,Twokinds,"Oh, okay."
76,2019-01-07 01:00:08,Twokinds,1am time for bed
82,2019-01-07 01:18:26,Twokinds,G'night!
382,2019-01-07 22:52:16,Twokinds,Hola!:ctwokinds-smug:
385,2019-01-07 22:53:02,Twokinds,How's it going?
387,2019-01-07 22:53:57,Twokinds,Not bad. Busy. Haven't had a lot of time to do anything today.
389,2019-01-07 22:55:51,Twokinds,"Well, I mean busy with real life stuff. Cleaning the house."
390,2019-01-07 22:56:05,Twokinds,Needs to be taken care of at least once in a while.
392,2019-01-07 22:56:35,Twokinds,Haven't had time to do internet stuff - the stuff that matters!
403,2019-01-07 23:18:46,Twokinds,Luckily wash day is only on Saturday
404,2019-01-07 23:18:52,Twokinds,According to Alexa
409,2019-01-07 23:26:02,Twokinds,I'm considering hiring someone else to mow the lawn this year.
410,2019-01-07 23:26:08,Twokinds,It's just not worth my time.
420,2019-01-07 23:33:17,Twokinds,I wonder what the neighbors would say if I got a lizard statue for my yard.
422,2019-01-07 23:33:48,Twokinds,Yeah.
4,2019-01-08 00:06:05,Twokinds,that sounds fun
24,2019-01-08 01:00:30,Twokinds,:ctwokinds-RainezZz:
29,2019-01-08 09:59:43,Twokinds,:ctwokinds-kingtea:
32,2019-01-08 10:22:51,Twokinds,Guten Tag
33,2019-01-08 10:23:17,Twokinds,Wie Gehts?
37,2019-01-08 10:31:47,Twokinds,Ich weiß es nicht.
41,2019-01-08 12:00:31,Twokinds,noon
48,2019-01-08 12:42:06,Twokinds,Not much
52,2019-01-08 13:06:34,Twokinds,Oh yeah we don't have one do we?
63,2019-01-08 14:16:40,Twokinds,Good luck
95,2019-01-08 15:43:20,Twokinds,added
101,2019-01-08 16:22:09,Twokinds,Yes
104,2019-01-08 16:22:36,Twokinds,Yes. Someone on Picarto mentioned it a few minutes ago.
121,2019-01-08 16:57:58,Twokinds,Fun fact: This page is actually where the :ctwokinds-power: emote's base came from.
144,2019-01-08 17:16:16,Twokinds,nit
145,2019-01-08 17:16:24,Twokinds,e
161,2019-01-08 18:10:35,Twokinds,Hehehe
183,2019-01-08 18:20:09,Twokinds,NO
184,2019-01-08 18:20:14,Twokinds,NOT A CHIPMUNK
186,2019-01-08 18:20:21,Twokinds,Do not speak of such things.
251,2019-01-08 21:11:20,Twokinds,:O
252,2019-01-08 21:11:27,Twokinds,That sounds like a lot.
257,2019-01-08 21:24:34,Twokinds,Are you doing delivery stuff?
266,2019-01-08 21:39:55,Twokinds,"I hate to drive, so that'd definitely not be a job for me."
334,2019-01-08 22:43:43,Twokinds,Cool!
12,2019-01-09 01:06:59,Twokinds,:ctwokinds-RainezZz:
39,2019-01-09 14:19:32,Twokinds,"Are squirrels known for or associated with anything else, other than acorns?"
42,2019-01-09 14:24:26,Twokinds,Okay just curious
43,2019-01-09 14:24:43,Twokinds,I was hoping I could use more iconography than just an acron to associate with Mrs Nibbly
44,2019-01-09 14:24:49,Twokinds,But I can't think of anything else.
49,2019-01-09 14:39:39,Twokinds,She is just a completely normal squirrel.
53,2019-01-09 14:57:06,Twokinds,I bet I could make one.
54,2019-01-09 14:58:22,Twokinds,A completely sealed container. Birdseed can't come out at all.
58,2019-01-09 15:01:51,Twokinds,A solid ball of steel. There's no inside at all.
62,2019-01-09 15:02:42,Twokinds,A solid sphere of air. There's no birdfeeder at all.
68,2019-01-09 15:08:58,Twokinds,I just have squirrel feeders that birds steal from.
74,2019-01-09 15:56:12,Twokinds,New Years Resolution going strong.
75,2019-01-09 15:56:18,Twokinds,12 thumbnails.
79,2019-01-09 17:05:14,Twokinds,well they still have to be fully drawn later
85,2019-01-09 18:14:14,Twokinds,Both
4,2019-01-10 00:46:57,Twokinds,:ctwokinds-RainezZz:
6,2019-01-10 00:48:36,Twokinds,G'night!
34,2019-01-10 12:04:14,Twokinds,:ctwokinds-kingtea:
36,2019-01-10 12:04:56,Twokinds,Morning
38,2019-01-10 12:05:49,Twokinds,Yo
42,2019-01-10 12:11:57,Twokinds,I am a little under the weather today.
46,2019-01-10 12:12:17,Twokinds,"I spent most of the morning in bed. It's nothing serious, just tired."
51,2019-01-10 12:13:37,Twokinds,For what exactly?
60,2019-01-10 12:19:26,Twokinds,Heroin.
63,2019-01-10 12:19:57,Twokinds,That's not it?
66,2019-01-10 12:20:21,Twokinds,"Don't so drugs, just do them."
68,2019-01-10 12:20:32,Twokinds,"I see, I see"
92,2019-01-10 12:36:41,Twokinds,Thanks
101,2019-01-10 13:20:05,Twokinds,no i am
305,2019-01-10 21:19:00,Twokinds,I'll be on in a few minutes
323,2019-01-10 21:24:35,Twokinds,lol
581,2019-01-10 22:00:16,Twokinds,ugh this is why I don't sketch on stream
582,2019-01-10 22:00:20,Twokinds,the comic*
771,2019-01-10 22:27:13,Twokinds,I'm under the weather today
784,2019-01-10 22:27:56,Twokinds,Dunno.
812,2019-01-10 22:30:20,Twokinds,No I don't think so
864,2019-01-10 22:35:54,Twokinds,I don't know what that is
872,2019-01-10 22:36:47,Twokinds,no
873,2019-01-10 22:36:52,Twokinds,Is it a tv show?
878,2019-01-10 22:37:23,Twokinds,why?
902,2019-01-10 22:41:54,Twokinds,"Sorry, I can't work on this any more"
916,2019-01-10 22:42:59,Twokinds,Yeah I just can't do the quality I want right now
920,2019-01-10 22:43:37,Twokinds,Thanks sorry to cut out early!
922,2019-01-10 22:43:48,Twokinds,Hopefully getting more sleep will help
934,2019-01-10 22:44:32,Twokinds,"Luckily, the Patreon sketch comic series is backlogged quite a long ways."
936,2019-01-10 22:44:37,Twokinds,So no worry about interrupts of that
949,2019-01-10 22:45:09,Twokinds,"If I die, the Patreon will keep posting comics automatically until March."
950,2019-01-10 22:45:13,Twokinds,lol
966,2019-01-10 22:46:34,Twokinds,They do say tea is healthy
970,2019-01-10 22:46:41,Twokinds,But I don't think you're supposed to bath in it.
982,2019-01-10 22:47:15,Twokinds,I'm going to stick around a little
985,2019-01-10 22:47:27,Twokinds,"Well, I'm going to get some meds"
1004,2019-01-10 22:49:42,Twokinds,uh oh
1006,2019-01-10 22:49:51,Twokinds,Hope that was the right amount.
1010,2019-01-10 22:50:03,Twokinds,I didn't have the measuring cup so I just took a swig from it.
155,2019-01-11 11:05:29,Twokinds,:ctwokinds-kingtea:
158,2019-01-11 11:09:00,Twokinds,yeah
162,2019-01-11 11:16:57,Twokinds,"Ah, I didn't think of that."
163,2019-01-11 11:17:11,Twokinds,That seems way too expensive to do.
170,2019-01-11 11:37:32,Twokinds,Well that's the pain of being a one-man team
177,2019-01-11 11:43:28,Twokinds,I've heard of that but I don't trust a third party like that
183,2019-01-11 11:58:55,Twokinds,hahah
188,2019-01-11 11:59:24,Twokinds,HOY NEKO!
189,2019-01-11 11:59:29,Twokinds,NNY
196,2019-01-11 12:01:34,Twokinds,SQUIRREL
216,2019-01-11 12:13:10,Twokinds,I don't think so. Still not feeling too great.
218,2019-01-11 12:14:16,Twokinds,"Can't, unfortunately. Snowed in"
219,2019-01-11 12:14:19,Twokinds,Gotta shovel soon
232,2019-01-11 12:17:28,Twokinds,lol
236,2019-01-11 12:18:00,Twokinds,I've always liked the tiny shoes. They look funny.
237,2019-01-11 12:18:14,Twokinds,XD
240,2019-01-11 12:19:07,Twokinds,lol
242,2019-01-11 12:19:19,Twokinds,Yeah or the tiny sandles I always draw for beach scenes.
250,2019-01-11 12:20:22,Twokinds,Hehe cute
253,2019-01-11 12:21:01,Twokinds,The only other alternative I usually use is the Basitin anklets.
281,2019-01-11 12:44:12,Twokinds,Back from shovelling snow.
286,2019-01-11 12:44:37,Twokinds,Yo Chalo!
293,2019-01-11 12:45:58,Twokinds,Yup!
296,2019-01-11 12:46:12,Twokinds,Going to be among the furries again. The horror!
319,2019-01-11 12:52:55,Twokinds,AC
335,2019-01-11 13:55:19,Twokinds,:ctwokinds-nibsbounce:
358,2019-01-11 15:02:37,Twokinds,Yo Sage!!
410,2019-01-11 15:29:40,Twokinds,Beep beep-beep boop
419,2019-01-11 15:35:31,Twokinds,I am melting
422,2019-01-11 15:35:43,Twokinds,I just... have no energy
423,2019-01-11 15:35:53,Twokinds,"So I am just a puddle in my chair, in my bathrobe."
424,2019-01-11 15:35:55,Twokinds,It's nice.
429,2019-01-11 15:37:08,Twokinds,I'm sure it's just a minor cold.
569,2019-01-11 16:51:16,Twokinds,I wonder if they got to pick their own face masks
571,2019-01-11 16:51:22,Twokinds,Or if they had to color coordinate.
573,2019-01-11 16:51:36,Twokinds,"""You can't have the same color as me, Frank"""
625,2019-01-11 19:48:18,Twokinds,That's bad...
668,2019-01-11 20:06:55,Twokinds,The book version is different from the online version
674,2019-01-11 20:08:33,Twokinds,Oh I see why. The original was missing. I'll work on getting a replacement
326,2019-01-12 15:52:54,Twokinds,:ptv-grossedout:
765,2019-01-12 16:29:11,Twokinds,It's A Hat in Time OST [Seal the Deal] - Peace and Tranquility
768,2019-01-12 16:29:22,Twokinds,I once listened to this song on loop for over 2 hours
1023,2019-01-12 16:47:59,Twokinds,Done
1220,2019-01-12 16:59:20,Twokinds,Knitting needles
1544,2019-01-12 17:26:41,Twokinds,Done
1658,2019-01-12 17:34:03,Twokinds,I gotta find what Lion Saria looked like
1715,2019-01-12 17:38:08,Twokinds,brb
1824,2019-01-12 17:46:12,Twokinds,Just hoping I can last
2228,2019-01-12 18:32:29,Twokinds,Done
2276,2019-01-12 18:34:58,Twokinds,"Okay, the next one"
2290,2019-01-12 18:35:50,Twokinds,And the next one is Clovis
2299,2019-01-12 18:36:21,Twokinds,"But... it's actually one I already did ahead of time, knowing I was getting sick."
